Property,m0,m1,m2,Result
Property_1,-4,20,-34,0.00937950937951
Property_1,-4,20,-32,0
Property_1,-4,20,-30,0
Property_1,-4,24,-70,0.405898208224
Property_1,-4,24,-68,0.405898208224
Property_1,-4,24,-66,0.405898208224
Property_1,-4,24,-64,0.405898208224
Property_1,-4,24,-62,0.405622340301
Property_1,-4,24,-60,0.405622340301
Property_1,-4,24,-58,0.405622340301
Property_1,-4,24,-56,0.405622340301
Property_1,-4,24,-54,0.405622340301
Property_1,-4,24,-52,0.405622340301
Property_1,-4,24,-50,0.405622340301
Property_1,-4,24,-48,0.405622340301
Property_1,-4,24,-46,0.405622340301
Property_1,-4,24,-44,0.405622340301
Property_1,-4,24,-42,0.405622340301
Property_1,-4,24,-40,0.405622340301
Property_1,-4,24,-38,0.405622340301
Property_1,-4,24,-36,0.405343113676
Property_1,-4,24,-34,0.405343113676
Property_1,-4,24,-32,0
Property_1,-4,24,-30,0
Property_1,-4,28,-70,0.505003446384
Property_1,-4,28,-68,0.505003446384
Property_1,-4,28,-66,0.505003446384
Property_1,-4,28,-64,0.505003446384
Property_1,-4,28,-62,0.495899804928
Property_1,-4,28,-60,0.495899804928
Property_1,-4,28,-58,0.495899804928
Property_1,-4,28,-56,0.495899804928
Property_1,-4,28,-54,0.495899804928
Property_1,-4,28,-52,0.495899804928
Property_1,-4,28,-50,0.495899804928
Property_1,-4,28,-48,0.495899804928
Property_1,-4,28,-46,0.495899804928
Property_1,-4,28,-44,0.495899804928
Property_1,-4,28,-42,0.495899804928
